"title","keyword" 
"Cæsar cipher.","tincidunt"
"Cæsar cipher.","non"
"Iris.","Sed"
"Virtualized Packer.","diam"
"Practical E-Cash.","vitae"
"Practical E-Cash.","velit"
"Practical E-Cash.","Sed"
"Pseudorandom Number Generator.","Sed"
"Pseudorandom Number Generator.","tincidunt,"
"Pseudorandom Number Generator.","Sed"
"Multiplicative Knapsack Cryptosystem.","tincidunt"
"Multiplicative Knapsack Cryptosystem.","non"
"Hyperelliptic Curves Performance.","Sed"
"Hyperelliptic Curves Performance.","velit"
"Residue Arithmetic.","non"
"Residue Arithmetic.","non"
"Residue Arithmetic.","vestibulum"
"Base.","posuere"
"Base.","tincidunt"
"Nucleic Acid.","vitae"
"Nucleic Acid.","tincidunt"
"SYN Flood Attack.","non"
"SYN Flood Attack.","velit"
"Autotomic Signatures.","posuere"
"Autotomic Signatures.","Sed"
"Autotomic Signatures.","vitae"
"Information Flow and Noninterference.","tincidunt,"
"Information Flow and Noninterference.","vestibulum"
"Information Flow and Noninterference.","posuere"
"Web Client Security and Privacy.","posuere"
"C2 - Block Cipher.","Sed"
"C2 - Block Cipher.","diam"
"Algebraic Number Field.","diam"
"Algebraic Number Field.","diam"
"Software-Based Attestation.","velit"
"Software-Based Attestation.","posuere"
"Escrow Service.","velit"
"Escrow Service.","posuere"
"Escrow Service.","diam"
"Public Exponent.","sapien"
"Public Exponent.","velit"
"Public Exponent.","vestibulum"
"ePassport Security.","diam"
"Handwriting Analysis.","posuere"
"Handwriting Analysis.","vestibulum"
"Handwriting Analysis.","non"
"Schnorr Indentification Scheme.","diam"
"Schnorr Indentification Scheme.","diam"
"Schnorr Indentification Scheme.","velit"
"Biometric Fusion.","non"
"Biometric Fusion.","diam"
"Spam Detection Using Network-Level Characteristics.","vestibulum"
"Spam Detection Using Network-Level Characteristics.","diam"
"Privileges in SQL.","velit"
"Site Characterization Using GP, MARS and GPR.","diam"
"Genetically Improved Software.","diam"
"Genetically Improved Software.","tincidunt,"
"Mate Choice in Evolutionary Computation.","vestibulum"
"Genetic Programming Applications in Chemical Sciences and Engineering.","diam"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","posuere"
"Design of Real-Time Computer-Based Systems Using Developmental Genetic Programming.","tincidunt,"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","non"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","posuere"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","vestibulum"
"Genetic Programming for Modelling of Geotechnical Engineering Systems.","posuere"
"Genetic Programming for Modelling of Geotechnical Engineering Systems.","tincidunt,"
"Genetic Programming for Modelling of Geotechnical Engineering Systems.","vitae"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","Sed"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","non"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","non"
"Graph-Based Evolutionary Art.","vestibulum"
"Graph-Based Evolutionary Art.","vestibulum"
"Graph-Based Evolutionary Art.","tincidunt,"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","tincidunt"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","velit"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","vitae"
"Application of Genetic Programming in Hydrology.","sapien"
"Handbook of Genetic Programming Applications","tincidunt"
"Application of Genetic Programming for Uniaxial and Multiaxial Modeling of Concrete.","diam"
"Application of Genetic Programming for Uniaxial and Multiaxial Modeling of Concrete.","vestibulum"
"Application of Gene-Expression Programming in Hydraulic Engineering.","diam"
"Application of Gene-Expression Programming in Hydraulic Engineering.","tincidunt,"
"Application of Gene-Expression Programming in Hydraulic Engineering.","vestibulum"
"On the Application of Genetic Programming for New Generation of Ground Motion Prediction Equations.","velit"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","velit"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","velit"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","posuere"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","velit"
"Trading Volatility Using Highly Accurate Symbolic Regression.","velit"
"Trading Volatility Using Highly Accurate Symbolic Regression.","velit"
"Trading Volatility Using Highly Accurate Symbolic Regression.","non"
"Use of Genetic Programming Based Surrogate Models to Simulate Complex Geochemical Transport Processes in Contaminated Mine Sites.","posuere"
"GPTIPS 2: An Open-Source Software Platform for Symbolic Data Mining.","posuere"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","tincidunt"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","tincidunt"
"Application of Genetic Programming for Electrical Engineering Predictive Modeling: A Review.","diam"
"Evaluation of Liquefaction Potential of Soil Based on Shear Wave Velocity Using Multi-Gene Genetic Programming.","Sed"
"Gerontological Perspectives on Ambient Assisted Living.","diam"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","vitae"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","posuere"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","non"
"Preparation and Start-Up Phase of the European AAL Joint Programme.","diam"
"Preparation and Start-Up Phase of the European AAL Joint Programme.","vitae"
"Preparation and Start-Up Phase of the European AAL Joint Programme.","diam"
"Housing, Gerontology and AAL: New Services Development.","Sed"
"Innovative Rehabilitation Technologies for Home Environments - An Overview.","vitae"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","tincidunt"
"Happy Healthy Home.","velit"
"AAL in the Health Space - A Reflection.","velit"
"AAL in the Health Space - A Reflection.","tincidunt,"
"AAL in the Health Space - A Reflection.","tincidunt"
"The Role of Assistive Technology in Supporting Formal Carers.","tincidunt,"
"The Role of Assistive Technology in Supporting Formal Carers.","diam"
"Introduction to Section on AAL for Rehabilitation.","posuere"
"Introduction to Section on AAL for Rehabilitation.","velit"
"Introduction to Section on AAL for Rehabilitation.","tincidunt,"
"The universAAL Reference Model for AAL.","tincidunt,"
"The universAAL Reference Model for AAL.","non"
"New Ambient Assistive Technologies: The Users' Perspectives.","diam"
"New Ambient Assistive Technologies: The Users' Perspectives.","vitae"
"Smart Homes as a Vehicle for AAL.","posuere"
"Smart Homes as a Vehicle for AAL.","non"
"Smart Homes as a Vehicle for AAL.","vitae"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","tincidunt,"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","sapien"
"Smart Home Technologies for People with Cognitive Impairment: An Affordable, Rehabilitative Approach.","vestibulum"
"Smart Home Technologies for People with Cognitive Impairment: An Affordable, Rehabilitative Approach.","Sed"
"Smart Home Technologies for People with Cognitive Impairment: An Affordable, Rehabilitative Approach.","velit"
"Introduction to Section on Future Developments and Visions for the AAL Area.","velit"
"Introduction to Section on Future Developments and Visions for the AAL Area.","diam"
"The National Health Service in England - Moving to Mainstream Use of Ambient Assisted Living Technology.","Sed"
"The National Health Service in England - Moving to Mainstream Use of Ambient Assisted Living Technology.","diam"
"The National Health Service in England - Moving to Mainstream Use of Ambient Assisted Living Technology.","non"
"Biometrics in Healthcare - A Research Overview.","tincidunt,"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","tincidunt"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","tincidunt"
"Smart Living Environment: Ubiquitous Computing Approach Based on TRON Architecture.","diam"
"Smart Living Environment: Ubiquitous Computing Approach Based on TRON Architecture.","velit"
"Smart Living Environment: Ubiquitous Computing Approach Based on TRON Architecture.","vitae"
"Study on Future Trend of the Elderly Care from the Aspect of Assistive Technology Rental System in Japan.","vitae"
"Study on Future Trend of the Elderly Care from the Aspect of Assistive Technology Rental System in Japan.","velit"
"Study on Future Trend of the Elderly Care from the Aspect of Assistive Technology Rental System in Japan.","tincidunt"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","posuere"
"Medical Information Management with ECG Biometrics: A Secure and Effective Framework.","tincidunt,"
"Medical Information Management with ECG Biometrics: A Secure and Effective Framework.","Sed"
"Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults.","tincidunt"
"Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults.","vestibulum"
"SmartSenior - Intelligent Services for Senior Citizens.","sapien"
"SmartSenior - Intelligent Services for Senior Citizens.","non"
"Biometric Monitoring of Behaviour.","velit"
"Managing Chronic Conditions Using Wireless Sensor Networks.","diam"
"Delivering Technology Enriched Health and Social Care: Policy Context for User Focused Research.","tincidunt"
"Delivering Technology Enriched Health and Social Care: Policy Context for User Focused Research.","vitae"
"Gait Profile - A Biometric that Defines Our Mobility.","tincidunt,"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","sapien"
"Face Recognition in Ambient Intelligence Applications.","posuere"
"Face Recognition in Ambient Intelligence Applications.","posuere"
"Face Recognition in Ambient Intelligence Applications.","vitae"
"ICT Infrastructures for Telerehabilitation.","posuere"
"Sensor Selection to Support Practical Use of Health-Monitoring Smart Environments.","vestibulum"
"Sensor Selection to Support Practical Use of Health-Monitoring Smart Environments.","posuere"
"Beyond System Integration: Who, What, How, and When.","tincidunt"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","vestibulum"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","vitae"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","velit"
"Assisted Ambient Living Applied to Remote Motor Rehabilitation.","non"
"Assisted Ambient Living Applied to Remote Motor Rehabilitation.","posuere"
"Assisted Ambient Living Applied to Remote Motor Rehabilitation.","velit"
"Devices and Infrastructure to Facilitate AAL.","diam"
"Devices and Infrastructure to Facilitate AAL.","sapien"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","sapien"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","velit"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","non"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","vestibulum"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","vitae"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","velit"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","posuere"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","vitae"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","vestibulum"
"In-Home Monitoring Technologies: Perspectives and Priorities of Older Adults.","tincidunt,"
"In-Home Monitoring Technologies: Perspectives and Priorities of Older Adults.","velit"
"Handbook of Ambient Assisted Living - Technology for Healthcare, Rehabilitation and Well-being","vitae"
"Handbook of Ambient Assisted Living - Technology for Healthcare, Rehabilitation and Well-being","tincidunt"
"AAL Markets - Knowing Them, Reaching Them. Evidence from European Research.","tincidunt,"
"Designing Ambient and Personalised Displays to Encourage Healthier Lifestyles.","vitae"
"Designing Ambient and Personalised Displays to Encourage Healthier Lifestyles.","diam"
"Designing Ambient and Personalised Displays to Encourage Healthier Lifestyles.","tincidunt,"
"Using Human Factors to Guide the Design and Implementation of Consumer Health Informatics Interventions.","tincidunt,"
"Adaptive Neck Support for Wellbeing During Air Travel.","posuere"
"AAL in Cardiac Rehabilitation.","non"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","non"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","vitae"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","non"
"Telehealthcare Development & Effectiveness in Taiwan.","tincidunt,"
"Tracking Natural Human Movements Identifies Differences in Cognition and Health.","velit"
"Optimizing Targeting of Intrusion Detection Systems in Social Networks.","tincidunt,"
"Optimizing Targeting of Intrusion Detection Systems in Social Networks.","tincidunt,"
"Multi-Relational Characterization of Dynamic Social Network Communities.","tincidunt,"
"Multi-Relational Characterization of Dynamic Social Network Communities.","tincidunt,"
"Decentralized Online Social Networks.","tincidunt"
"Decentralized Online Social Networks.","tincidunt"
"Decentralized Online Social Networks.","tincidunt"
"Security Requirements for Social Networks in Web 2.0.","sapien"
"Understanding and Predicting Human Behavior for Social Communities.","tincidunt"
"Structure and Dynamics of Social Networks Revealed by Data Analysis of Actual Communication Services.","posuere"
"Perspectives on Social Network Analysis for Observational Scientific Data.","tincidunt"
"Perspectives on Social Network Analysis for Observational Scientific Data.","non"
"Perspectives on Social Network Analysis for Observational Scientific Data.","diam"
"Online Identities and Social Networking.","velit"
"Online Identities and Social Networking.","sapien"
"Online Identities and Social Networking.","vitae"
"Concept Discovery in Youtube.com Using Factorization Method.","Sed"
"Concept Discovery in Youtube.com Using Factorization Method.","Sed"
"Analyzing the Dynamics of Communication in Online Social Networks.","non"
"Social Network Analysis: History, Concepts, and Research.","vestibulum"
"Social Network Analysis: History, Concepts, and Research.","non"
"Discovering Mobile Social Networks by Semantic Technologies.","tincidunt"
"Discovering Mobile Social Networks by Semantic Technologies.","sapien"
