"title","type","publisher","journal","month","year","language","booktitle","volume","pages","ee" 
"Tracking Cookie.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1310","https://doi.org/10.1007/978-1-4419-5906-5_1005"
"Rootkits.","incollection","","","",2010,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1060","https://doi.org/10.1007/978-1-4419-5906-5_790"
"Mandatory Access Control Policy (MAC).","incollection","","","",2005,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","758","https://doi.org/10.1007/978-1-4419-5906-5_822"
"MASH Hash Functions (Modular Arithmetic Secure Hash).","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","761","https://doi.org/10.1007/978-1-4419-5906-5_594"
"Secret Sharing Schemes.","incollection","","","",2020,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_373"
"Eavesdropping.","incollection","","","",1978,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","378-379","https://doi.org/10.1007/978-1-4419-5906-5_109"
"Speaker Identification and Verification (SIV).","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1232","https://doi.org/10.1007/978-1-4419-5906-5_1274"
"Entitlements Management.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_143"
"Privacy-Aware Access Control Policies.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","969-970","https://doi.org/10.1007/978-1-4419-5906-5_827"
"Secure Wireless Multicast.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1143","https://doi.org/10.1007/978-1-4419-5906-5_1205"
"Knapsack Cryptographic Schemes.","incollection","","","",1996,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","695-704","https://doi.org/10.1007/978-1-4419-5906-5_323"
"LCM.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","715","https://doi.org/10.1007/978-1-4419-5906-5_1155"
"Antispam Based on Sender Reputation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","42","https://doi.org/10.1007/978-1-4419-5906-5_1363"
"Index Calculus Method.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","597-600","https://doi.org/10.1007/978-1-4419-5906-5_454"
"Cryptographic Protocol.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","283","https://doi.org/10.1007/978-1-4419-5906-5_1014"
"Pairings.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","907-909","https://doi.org/10.1007/978-1-4419-5906-5_254"
"Time-Stamping.","incollection","","","",2003,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1299-1303","https://doi.org/10.1007/978-1-4419-5906-5_136"
"Random Number Testing.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1026-1027","https://doi.org/10.1007/978-1-4419-5906-5_221"
"Script Language Security.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1084-1086","https://doi.org/10.1007/978-1-4419-5906-5_657"
"Interception.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","619","https://doi.org/10.1007/978-1-4419-5906-5_1006"
"Web Session Security.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1377","https://doi.org/10.1007/978-1-4419-5906-5_1229"
"eSTREAM.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","426-427","https://doi.org/10.1007/978-1-4419-5906-5_347"
"Monotone Signatures.","incollection","","","",2018,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","799","https://doi.org/10.1007/978-1-4419-5906-5_892"
"Memory and State Exhaustion DoS.","incollection","","","","2011","spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","774","https://doi.org/10.1007/978-1-4419-5906-5_1065"
"Shamir's Trick.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1194","https://doi.org/10.1007/978-1-4419-5906-5_1157"
"One Time Password, from a Key Management Perspective.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","885","https://doi.org/10.1007/978-1-4419-5906-5_89"
"Hippocratic Database.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","556-559","https://doi.org/10.1007/978-1-4419-5906-5_679"
"Block ciphers.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_33"
"Private Information Retrieval.","incollection","","","",2010,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","974-976","https://doi.org/10.1007/978-1-4419-5906-5_762"
"Key Life Cycle Management.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","683","https://doi.org/10.1007/978-1-4419-5906-5_1369"
"Known plaintext attack.","incollection","","","",2004,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_224"
"Gait Recognition.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","503-506","https://doi.org/10.1007/978-1-4419-5906-5_741"
"Weak keys.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_458"
"Collision resistance.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_69"
"X.509.","incollection","","","",1999,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1395","https://doi.org/10.1007/978-1-4419-5906-5_312"
"Elliptic Curve.","incollection","","","",2020,"spanish","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_130"
"Keystroke Dynamics.","incollection","","","",2016,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","692-695","https://doi.org/10.1007/978-1-4419-5906-5_877"
"Packet Flooding Attack.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","899","https://doi.org/10.1007/978-1-4419-5906-5_1068"
"Anthropometry.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","42","https://doi.org/10.1007/978-1-4419-5906-5_1255"
"Formal Methods and Access Control.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","494-495","https://doi.org/10.1007/978-1-4419-5906-5_854"
"NFS.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","842","https://doi.org/10.1007/978-1-4419-5906-5_1163"
"Tripartite Key Exchange.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1318","https://doi.org/10.1007/978-1-4419-5906-5_1097"
"von Neumann Correction.","incollection","","","",2002,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1364","https://doi.org/10.1007/978-1-4419-5906-5_520"
"Ron's Code 5.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1057","https://doi.org/10.1007/978-1-4419-5906-5_1202"
"Web Access Control Strategies.","incollection","","","",2017,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","1368-1371","https://doi.org/10.1007/978-1-4419-5906-5_664"
"Measurement Models of Software Security.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","772","https://doi.org/10.1007/978-1-4419-5906-5_1242"
"Euclid's Algorithm.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","427","https://doi.org/10.1007/978-1-4419-5906-5_1072"
"Fiat-Shamir Identification Protocol And The Fiat-Shamir Signature Scheme.","incollection","","","",1998,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_162"
"Cæsar cipher.","incollection","","","",2009,"english","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_43"
"Iris.","incollection","","","",1986,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","638-646","https://doi.org/10.1007/978-1-4419-5906-5_742"
"Virtualized Packer.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1362","https://doi.org/10.1007/978-1-4419-5906-5_1360"
"Practical E-Cash.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","951-952","https://doi.org/10.1007/978-1-4419-5906-5_322"
"Pseudorandom Number Generator.","incollection","","","",1998,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","995-996","https://doi.org/10.1007/978-1-4419-5906-5_131"
"Multiplicative Knapsack Cryptosystem.","incollection","","","",2006,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","818","https://doi.org/10.1007/978-1-4419-5906-5_513"
"Hyperelliptic Curves Performance.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","580-582","https://doi.org/10.1007/978-1-4419-5906-5_253"
"Residue Arithmetic.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1042","https://doi.org/10.1007/978-1-4419-5906-5_1169"
"Base.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","71","https://doi.org/10.1007/978-1-4419-5906-5_1130"
"Nucleic Acid.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","861","https://doi.org/10.1007/978-1-4419-5906-5_1263"
"SYN Flood Attack.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1273-1274","https://doi.org/10.1007/978-1-4419-5906-5_276"
"Autotomic Signatures.","incollection","","","",2007,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","68","https://doi.org/10.1007/978-1-4419-5906-5_888"
"Information Flow and Noninterference.","incollection","","","",2004,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","605-607","https://doi.org/10.1007/978-1-4419-5906-5_874"
"Web Client Security and Privacy.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","1373","https://doi.org/10.1007/978-1-4419-5906-5_1231"
"C2 - Block Cipher.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","179-180","https://doi.org/10.1007/978-1-4419-5906-5_552"
"Algebraic Number Field.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","32","https://doi.org/10.1007/978-1-4419-5906-5_1135"
"Software-Based Attestation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1229","https://doi.org/10.1007/978-1-4419-5906-5_1225"
"Escrow Service.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","426","https://doi.org/10.1007/978-1-4419-5906-5_1035"
"Public Exponent.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","996","https://doi.org/10.1007/978-1-4419-5906-5_1127"
"ePassport Security.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","423","https://doi.org/10.1007/978-1-4419-5906-5_1017"
"Handwriting Analysis.","incollection","","","",1998,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","531-534","https://doi.org/10.1007/978-1-4419-5906-5_886"
"Schnorr Indentification Scheme.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_370"
"Biometric Fusion.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","98","https://doi.org/10.1007/978-1-4419-5906-5_1271"
"Spam Detection Using Network-Level Characteristics.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1231-1232","https://doi.org/10.1007/978-1-4419-5906-5_850"
"Privileges in SQL.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","976-977","https://doi.org/10.1007/978-1-4419-5906-5_683"
"Site Characterization Using GP, MARS and GPR.","incollection","","","",2017,"","Handbook of Genetic Programming Applications","","345-357","https://doi.org/10.1007/978-3-319-20883-1_13"
"Genetically Improved Software.","incollection","","","",2020,"","Handbook of Genetic Programming Applications","","181-220","https://doi.org/10.1007/978-3-319-20883-1_8"
"Mate Choice in Evolutionary Computation.","incollection","","","",2021,"","Handbook of Genetic Programming Applications","","155-177","https://doi.org/10.1007/978-3-319-20883-1_7"
"Genetic Programming Applications in Chemical Sciences and Engineering.","incollection","","","",2006,"","Handbook of Genetic Programming Applications","","99-140","https://doi.org/10.1007/978-3-319-20883-1_5"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","incollection","","","",2019,"","Handbook of Genetic Programming Applications","","451-480","https://doi.org/10.1007/978-3-319-20883-1_18"
"Design of Real-Time Computer-Based Systems Using Developmental Genetic Programming.","incollection","","","",2018,"afrikaans","Handbook of Genetic Programming Applications","","221-244","https://doi.org/10.1007/978-3-319-20883-1_9"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","incollection","","","",2009,"french","Handbook of Genetic Programming Applications","","381-398","https://doi.org/10.1007/978-3-319-20883-1_15"
"Genetic Programming for Modelling of Geotechnical Engineering Systems.","incollection","","","",2011,"french","Handbook of Genetic Programming Applications","","37-57","https://doi.org/10.1007/978-3-319-20883-1_2"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","incollection","","","",2020,"","Handbook of Genetic Programming Applications","","501-529","https://doi.org/10.1007/978-3-319-20883-1_20"
"Graph-Based Evolutionary Art.","incollection","","","",2007,"","Handbook of Genetic Programming Applications","","3-36","https://doi.org/10.1007/978-3-319-20883-1_1"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","incollection","","","",2020,"","Handbook of Genetic Programming Applications","","431-450","https://doi.org/10.1007/978-3-319-20883-1_17"
