"citing","cited" 
"Iceman Attack.","ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen"
"Iceman Attack.","GOST."
"Iceman Attack.","Die Repräsentation räumlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen"
"Iceman Attack.","The National Health Service in England - Moving to Mainstream Use of Ambient Assisted Living Technology."
"Iceman Attack.","Modeling Temporal Variation in Social Network: An Evolutionary Web Graph Approach."
"Iceman Attack.","Applications of Formal Methods to Intrusion Detection."
"Wireless Locational Privacy.","Access Structure."
"Wireless Locational Privacy.","Security Verification."
"Wireless Locational Privacy.","Modelling Spatial Knowledge on a Linguistic Basis"
"Wireless Locational Privacy.","Administrative Policies in SQL."
"Wireless Locational Privacy.","A Comparison of Numerical Methods for Optimal Shape Design Problems"
"Wireless Locational Privacy.","Measurement Models of Software Security."
"Wireless Locational Privacy.","Formal Analysis of Security APIs."
"Wireless Locational Privacy.","Secure Device Pairing."
"Key Variation.","Linear Sifting of Decision Diagrams"
"Key Variation.","De Bruijn Sequence."
"Key Variation.","Time-memory tradeoffs."
"Key Variation.","Block-Restricted Reordering - Extended Experiments"
"Key Variation.","Token."
"Key Variation.","Root of Trust."
"Key Variation.","CLEFIA."
"Key Variation.","Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time"
"Key Variation.","Derived Key."
"Key Variation.","Maximal-Length Sequences."
"Key Variation.","ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen"
"Key Variation.","Fully Persistent B"
"Key Variation.","Proximal Interior Point Approach for Solving Convex Semi-infinite Programming Problems"
"Key Variation.","Challenge-Response Identification."
"Sieving.","Elliptic Curve."
"Sieving.","Applications of Formal Methods to Web Application Security."
"Sieving.","Dokumentation der Syntax der LILOG-Grammatik"
"Sieving.","Multiprecision Multiplication."
"Sieving.","Network Flooding Attack."
"Sieving.","MILS."
"Sieving.","Cramer-Shoup Public Key System."
"Sieving.","Efficient View Maintenance at Data Warehouses."
"Sieving.","Symmetric Cryptosystem."
"Sieving.","Biba Model."
"Sieving.","Linear Feedback Shift Register."
"Sieving.","Confidentiality Model."
"Temporal Authorization Models.","Proton."
"Temporal Authorization Models.","Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields"
"Temporal Authorization Models.","Karatsuba algorithm."
"Temporal Authorization Models.","Man-in-the-Middle Attack."
"Temporal Authorization Models.","Golomb's Randomness Postulates."
"Pseudo-random number generator.","Binary Functions."
"Pseudo-random number generator.","Die Struktur des Lexikons für LILOG"
"Pseudo-random number generator.","Web Penetration Test."
"Pseudo-random number generator.","CPU Consumption."
"Pseudo-random number generator.","Probabilistic Verification of Multiple-Valued Functions"
"Pseudo-random number generator.","Electronic payment."
"Pseudo-random number generator.","Chroot Prison."
"Pseudo-random number generator.","The 1995 SQL Reunion: People, Project, and Politics, May 29, 1995."
"Pseudo-random number generator.","Object Model Capabilities For Distributed Object Management."
"HMAC.","Certified Mail."
"HMAC.","Chroot Jail."
"HMAC.","Verifiable Encryption."
"HMAC.","Face Recognition from Still Images and Video."
"HMAC.","HTTP Digest Authentication."
"Designated Confirmer Signature.","Privacy of Outsourced Data."
"Designated Confirmer Signature.","On Markov-Additive Jump Processes"
"Designated Confirmer Signature.","On Generic One-Parametric Semi-Infinite Optimization"
"Designated Confirmer Signature.","Resistance to the Standard Algebraic Attack."
"Designated Confirmer Signature.","Paillier Encryption and Signature Schemes."
"Designated Confirmer Signature.","List Decoding."
"Designated Confirmer Signature.","Known plaintext attack."
"Designated Confirmer Signature.","Block Ciphers."
"Designated Confirmer Signature.","On Alternating vs. Parity Communication Complexity"
"Designated Confirmer Signature.","Access structure."
"Identity-Based Cryptosystems.","Anthropometric Authentication."
"Identity-Based Cryptosystems.","Secure Remote Programming."
"Identity-Based Cryptosystems.","Binary Exponentiation."
"Identity-Based Cryptosystems.","Protocol."
"Identity-Based Cryptosystems.","RENDEZVOUS Version 1: An Experimental English Language Query Formulation System for Casual Users of Relational Data Bases."
"Identity-Based Cryptosystems.","Chosen Ciphertext Attack."
"Identity-Based Cryptosystems.","Information Flow and Noninterference."
"Identity-Based Cryptosystems.","Polynomial Time."
"Identity-Based Cryptosystems.","Cryptography on Reconfigurable Devices."
"Identity-Based Cryptosystems.","Karatsuba algorithm."
"Identity-Based Cryptosystems.","Hyperelliptic Curves Performance."
"Temperature Attack.","State Encodings and OBDD-Sizes"
"Temperature Attack.","A Logical Operational Semantics of Full Prolog"
"Temperature Attack.","Crypto Machines."
"Temperature Attack.","Cæsar Cipher."
"Temperature Attack.","Elliptic Curve Point Multiplication Using Halving."
"Temperature Attack.","Probabilistic Primality Test."
"Temperature Attack.","Static Output Feedback Design by Using a Newton-SQP Interior Point Method"
"Temperature Attack.","Flow Blocking."
"Temperature Attack.","Complexity of Logical Decision Problems: An Introduction"
"Temperature Attack.","Web Application Security."
"Temperature Attack.","MILS."
"Temperature Attack.","PKCS."
"Temperature Attack.","Proton."
"Temperature Attack.",""
"TLS.","Consistency Verification of Security Policy."
"TLS.","Factoring Circuits."
"TLS.","Interpolation Attack."
"TLS.","Forged Resets."
"TLS.","Program Verification and Security."
"TLS.","Ring."
"TLS.","VSSS."
"RSA Public-Key Encryption.","Authentication token."
"RSA Public-Key Encryption.","Threshold Cryptography."
"RSA Public-Key Encryption.","Prime Generation."
"RSA Public-Key Encryption.","ICT Infrastructures for Telerehabilitation."
"RSA Public-Key Encryption.","Sliding Window Exponentiation."
"RSA Public-Key Encryption.","Approximation Results for the Optimum Cost Chromatic Partition Problem"
"RSA Public-Key Encryption.","Differential Privacy."
"RSA Public-Key Encryption.","KL-ONE: Eine Einführung"
"RSA Public-Key Encryption.","Proof-Carrying Code."
"RSA Public-Key Encryption.","Penetration Testing."
"RSA Public-Key Encryption.","Pretty Good Privacy (PGP)."
"BLP.","Attributes management."
"BLP.","TWIRL."
"BLP.","Biometrics in Healthcare - A Research Overview."
"BLP.","Ein neuer Ansatz zur Integration unterschiedlicher lexikalischer Resourcen"
"BLP.","Prozedurale Semantik. Repräsentation der Sprechergegenwart."
"BLP.","Speeding up Variable Reordering of OBDDs."
"BLP.","One Strike Against the Min-Max Degree Triangulation Problem"
"BLP.","Static Separation of Duties."
"BLP.","Human Ear Biometrics."
"BLP.","Microdata Anonymization Techniques."
"Single Euro Payments Area.","Biometric Key Generation."
"Single Euro Payments Area.","Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment"
"Single Euro Payments Area.","McEliece Public Key Cryptosystem."
"Single Euro Payments Area.","The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use"
"Single Euro Payments Area.","Telehealthcare Development & Effectiveness in Taiwan."
"Single Euro Payments Area.","Lexical Representation of Idioms"
"Single Euro Payments Area.","Nonmalleability."
"Single Euro Payments Area.","Multiplicative Knapsack Cryptosystem."
"PKIX, Public Key Infrastructure (X.509).","Adaptive Chosen Ciphertext Attack."
"PKIX, Public Key Infrastructure (X.509).","An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information"
"PKIX, Public Key Infrastructure (X.509).","Traffic Analysis."
"PKIX, Public Key Infrastructure (X.509).","The complexity of optimal small policies"
"PKIX, Public Key Infrastructure (X.509).","Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products"
"PKIX, Public Key Infrastructure (X.509).","Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung"
"PKIX, Public Key Infrastructure (X.509).","Torus-Based Cryptography."
"PKIX, Public Key Infrastructure (X.509).","Web 2.0 Security and Privacy."
"PKIX, Public Key Infrastructure (X.509).","Universal One-Way Hash Functions."
"PKIX, Public Key Infrastructure (X.509).","Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons"
"PKIX, Public Key Infrastructure (X.509).","Simultaneous Exponentiation."
"PKIX, Public Key Infrastructure (X.509).","Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems"
"Public-Key Encryption.","Chromosome."
"Public-Key Encryption.","Anonymous Communication."
"Public-Key Encryption.","Right-to-Left Exponentiation."
"Public-Key Encryption.","Performance Analysis of SDN Specific Error Procedures: Comparison of Step-by-Step and End-to-End Schemes"
"Public-Key Encryption.","Monotonous Oracle Machines"
"Public-Key Encryption.","Tiger."
"Public-Key Encryption.","Secure Location Discovery."
"Public-Key Encryption.",""
"Public-Key Encryption.","Information Integrity."
"Public-Key Encryption.","Authentication token."
"Static Code Analysis.","compromising emanations."
"Static Code Analysis.","Program Integrity Verification."
"Static Code Analysis.","Side-Channel Leakage."
"Static Code Analysis.","Network Capabilities."
"Static Code Analysis.","BLP."
"Static Code Analysis.","Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs"
"Static Code Analysis.","Strong Authentication."
"Static Code Analysis.","Entity Authentication Protocol."
"Static Code Analysis.","Polyinstantiation."
"Static Code Analysis.","The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report"
"Static Code Analysis.","Semantic Security."
"Static Code Analysis.","Multibiometrics."
"Static Code Analysis.","Adaptive Chosen Ciphertext Attack."
"Station-to-Station Protocol.","Adaptive Chosen Plaintext Attack."
"Station-to-Station Protocol.","Investigation of Key-Player Problem in Terrorist Networks Using Bayes Conditional Probability."
"Station-to-Station Protocol.","Maliciously Modified Set of Administrative Tools."
"Station-to-Station Protocol.","Public Key Cryptography."
"Station-to-Station Protocol.","Exhaustive Key Search."
"Station-to-Station Protocol.","ACM."
"Station-to-Station Protocol.","Flexible Authorization Framework (FAF)."
"Station-to-Station Protocol.","Computational Design of Stabilizing Static Output Feedback Controllers"
"Station-to-Station Protocol.","Minimal Privilege."
"Station-to-Station Protocol.","Insider Threat Defense."
"Station-to-Station Protocol.","Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools für das Testen von Ansätzen für die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept"
"Block Ciphers.","Integrating Synchronous and Asynchronous Paradigms: The Fork95 Parallel Programming Language"
"Block Ciphers.","One-Way Chain."
"Block Ciphers.","Registration Authority."
"Block Ciphers.","Proof of Knowledge vs. Proof of Membership."
"Block Ciphers.","CMVP - Cryptographic Module Validation Program."
"Pairing-Based Key Exchange.","Applications of Rank-Metric Codes."
"Pairing-Based Key Exchange.","A Parametric View to the Mangasarian-Fromovitz Constraint Qualification"
"Pairing-Based Key Exchange.","The Inhomogeneous BMAP/G/infinity Queue"
"Pairing-Based Key Exchange.","DC Network."
"Pairing-Based Key Exchange.","Single Wire Protocol."
"Pairing-Based Key Exchange.","Privacy-Enhanced Languages."
"Pairing-Based Key Exchange.","Merkle-Hash-Trees Signatures."
"Pairing-Based Key Exchange.","CDH."
"Pairing-Based Key Exchange.","Expressing Uniformity via Oracles"
"Worms in Cellular Networks.","Scheduling Expression DAGs for Minimal Register Need"
"Worms in Cellular Networks.","A Fast and Robust Algorithm for a Class of Generalized Fractional Programs"
"Worms in Cellular Networks.","Peer-to-Peer Systems."
"Worms in Cellular Networks.","Correctness Proof for the WAM"
"Worms in Cellular Networks.","Consistency Verification of Security Policy."
"Worms in Cellular Networks.","Block-Restricted Reordering - Extended Experiments"
